prod_year,prod_year_delta,prod_year_delta_sq,prod_year_delta_cu,cylinders,airbags,levy,manufacturer_class,manufacturer_mean_le,category_mean_le,leather_interior,fuel_type_mean_le,turbo,engine_volume,mileage,mileage_new,gear_box_type_mean_le,wheel_mean_le
2014,6,36.0,216.0,4,0,333.0,1,50,9,1,2,0,2.0,270472.0,0,0,0
2007,13,169.0,2197.0,4,8,1588.0,1,38,8,0,1,1,2.5,220000.0,0,0,0
2013,7,49.0,343.0,4,6,781.0,2,27,9,0,2,0,2.4,141452.0,0,2,0
2004,16,256.0,4096.0,6,10,781.0,2,33,4,1,0,0,3.7,279752.0,0,2,0
2009,11,121.0,1331.0,4,8,878.0,2,53,3,0,2,0,1.8,174000.0,0,3,0
2013,7,49.0,343.0,4,4,530.0,2,16,9,0,4,0,1.6,113000.0,0,2,0
2014,6,36.0,216.0,4,4,749.0,3,26,4,1,4,0,2.4,79197.0,0,0,0
2014,6,36.0,216.0,4,12,394.0,2,53,9,1,2,0,2.5,130478.0,0,0,0
2002,18,324.0,5832.0,6,8,781.0,2,5,9,1,4,1,3.0,321430.0,0,0,0
1993,27,729.0,19683.0,6,0,781.0,2,53,4,1,1,0,4.2,126000.0,0,1,0
2001,19,361.0,6859.0,2,6,781.0,2,33,7,0,1,0,2.2,318000.0,0,1,0
2003,17,289.0,4913.0,6,6,781.0,2,5,9,1,4,0,2.5,0.0,1,2,1
2020,0,0.0,0.0,4,12,828.0,2,8,9,1,4,0,1.5,14162.0,0,0,0
2014,6,36.0,216.0,6,12,915.0,3,31,9,1,4,0,3.0,40000.0,0,0,0
2017,3,9.0,27.0,4,12,1017.0,2,33,9,1,4,0,2.0,1600.0,0,0,0
2012,8,64.0,512.0,4,4,503.0,2,53,3,1,4,0,1.5,107000.0,0,0,0
2012,8,64.0,512.0,4,4,864.0,3,26,4,1,1,0,2.8,141173.0,0,0,0
2016,4,16.0,64.0,4,4,891.0,2,22,9,1,4,0,2.0,19088.0,0,0,0
2011,9,81.0,729.0,4,4,862.0,2,22,7,1,1,0,2.5,55248.0,0,0,0
2009,11,121.0,1331.0,4,8,781.0,2,56,9,1,4,1,2.0,159000.0,0,1,0
2011,9,81.0,729.0,4,12,645.0,2,53,9,1,4,0,1.8,190789.0,0,0,0
2016,4,16.0,64.0,4,4,1091.0,2,22,10,1,1,0,2.5,121000.0,0,0,0
2016,4,16.0,64.0,4,4,891.0,2,22,4,1,1,0,2.0,90000.0,0,0,0
2017,3,9.0,27.0,4,8,1017.0,2,22,9,0,4,0,2.0,53895.0,0,0,0
2017,3,9.0,27.0,6,8,1249.0,2,53,9,1,4,0,2.5,72000.0,0,2,0
2014,6,36.0,216.0,4,12,777.0,2,53,9,1,4,0,2.5,55811.0,0,0,0
2016,4,16.0,64.0,4,12,891.0,2,33,9,1,4,0,2.0,41611.0,0,0,0
2014,6,36.0,216.0,4,12,749.0,1,20,4,1,4,0,2.4,117536.0,0,0,0
2014,6,36.0,216.0,4,8,639.0,2,16,3,0,4,0,2.0,13000.0,0,1,0
2008,12,144.0,1728.0,6,12,1850.0,1,29,4,1,2,0,3.5,244731.0,0,0,0
2015,5,25.0,125.0,4,4,900.0,3,26,4,1,4,0,2.4,44729.0,0,0,0
2014,6,36.0,216.0,4,12,777.0,2,53,9,1,4,0,2.5,312786.0,0,0,0
2002,18,324.0,5832.0,6,8,781.0,1,29,4,1,4,1,3.0,201000.0,0,0,0
2008,12,144.0,1728.0,4,6,781.0,1,20,7,0,3,0,2.4,20000.0,0,3,1
2009,11,121.0,1331.0,4,2,658.0,1,39,2,0,1,1,1.3,210000.0,0,1,0
2013,7,49.0,343.0,4,4,1110.0,1,20,3,0,2,0,1.3,101000.0,0,0,1
2016,4,16.0,64.0,4,12,891.0,2,5,9,1,4,0,2.0,88203.0,0,0,0
1998,22,484.0,10648.0,4,5,781.0,1,20,4,0,0,0,2.0,20000.0,0,0,0
2009,11,121.0,1331.0,4,4,876.0,2,8,9,1,4,0,1.8,156032.0,0,0,0
2014,6,36.0,216.0,4,7,777.0,2,53,9,1,4,0,2.5,47152.0,0,2,0
2010,10,100.0,1000.0,4,8,781.0,1,20,3,0,2,0,1.3,113000.0,0,2,0
2014,6,36.0,216.0,4,4,271.0,2,53,3,1,2,0,1.5,56450.0,0,0,0
2012,8,64.0,512.0,4,4,781.0,2,22,10,1,1,0,2.5,166144.0,0,0,0
2016,4,16.0,64.0,4,10,891.0,2,5,9,1,4,1,2.0,32000.0,0,0,0
2017,3,9.0,27.0,4,4,877.0,2,22,4,1,1,0,1.7,81070.0,0,0,0
2017,3,9.0,27.0,4,4,831.0,3,49,4,1,1,0,1.6,60660.0,0,0,0
2000,20,400.0,8000.0,4,2,781.0,2,33,3,1,0,0,2.4,0.0,1,1,0
2014,6,36.0,216.0,4,8,473.0,2,15,3,1,4,0,1.4,46400.0,0,2,0
2016,4,16.0,64.0,5,12,518.0,2,53,9,1,2,0,2.5,60000.0,0,0,0
2001,19,361.0,6859.0,4,0,781.0,1,20,7,0,4,0,1.7,1000.0,0,0,1
2008,12,144.0,1728.0,6,8,781.0,2,33,4,1,1,1,3.0,200000.0,0,0,0
2019,1,1.0,1.0,4,12,1275.0,2,27,4,1,4,0,2.4,11213.0,0,0,0
2011,9,81.0,729.0,6,12,1018.0,2,5,4,1,1,0,3.0,332243.0,0,0,0
2008,12,144.0,1728.0,4,10,781.0,2,16,4,1,2,0,2.5,93000.0,0,0,0
2010,10,100.0,1000.0,4,12,1024.0,2,16,9,0,2,0,2.5,68200.0,0,0,0
2011,9,81.0,729.0,8,0,1451.0,2,5,9,1,4,0,4.4,139363.0,0,0,0
2012,8,64.0,512.0,4,4,781.0,1,20,3,0,2,0,1.3,96000.0,0,0,1
2005,15,225.0,3375.0,6,10,781.0,2,5,4,1,4,0,3.0,270000.0,0,2,0
1997,23,529.0,12167.0,2,2,781.0,2,56,9,0,4,0,2.0,0.0,1,1,0
2003,17,289.0,4913.0,4,4,781.0,1,36,4,0,0,0,2.4,156564.0,0,0,0
2005,15,225.0,3375.0,6,12,781.0,2,33,1,1,4,0,3.5,92800.0,0,2,0
2016,4,16.0,64.0,4,6,810.0,2,8,9,1,4,0,1.8,53000.0,0,2,0
1999,21,441.0,9261.0,4,4,781.0,1,39,9,0,4,0,1.6,200000.0,0,1,0
2012,8,64.0,512.0,4,4,642.0,2,8,9,1,4,0,2.0,124590.0,0,0,0
2015,5,25.0,125.0,4,4,765.0,2,8,9,1,3,0,2.0,56128.0,0,0,0
2011,9,81.0,729.0,4,4,583.0,2,22,9,1,4,0,1.6,174391.0,0,0,0
2015,5,25.0,125.0,6,12,1273.0,2,33,4,1,1,0,3.5,79080.0,0,0,0
2012,8,64.0,512.0,4,4,642.0,2,22,9,1,3,0,2.0,91416.0,0,0,0
2010,10,100.0,1000.0,4,4,687.0,2,22,9,1,4,0,1.6,198425.0,0,0,0
2010,10,100.0,1000.0,6,12,1324.0,2,53,9,1,2,0,3.3,226198.0,0,0,0
2016,4,16.0,64.0,4,4,1091.0,2,8,9,1,4,0,2.5,73148.0,0,0,0
2007,13,169.0,2197.0,6,10,781.0,3,26,4,1,1,1,3.0,250000.0,0,2,0
2014,6,36.0,216.0,6,12,1053.0,2,33,9,1,1,0,3.5,146395.0,0,0,0
2017,3,9.0,27.0,4,12,738.0,2,15,4,1,4,0,1.4,70941.0,0,0,0
2016,4,16.0,64.0,4,4,730.0,2,22,9,1,1,0,1.6,33017.0,0,0,0
2011,9,81.0,729.0,4,4,707.0,3,49,4,1,1,0,2.0,190000.0,0,0,0
2014,6,36.0,216.0,6,12,1053.0,2,33,9,1,1,0,3.5,238546.0,0,0,0
2012,8,64.0,512.0,4,12,781.0,2,53,3,0,2,0,1.8,68000.0,0,2,0
2004,16,256.0,4096.0,6,10,781.0,2,33,4,1,3,0,3.5,170333.0,0,2,0
2012,8,64.0,512.0,6,12,919.0,3,28,4,1,1,1,3.0,110000.0,0,2,0
2013,7,49.0,343.0,4,4,640.0,2,22,4,1,1,0,2.0,165003.0,0,0,0
2012,8,64.0,512.0,4,0,642.0,2,56,9,0,4,0,2.0,65000.0,0,0,0
2012,8,64.0,512.0,4,0,503.0,1,20,9,1,4,0,1.5,167158.0,0,0,0
2017,3,9.0,27.0,6,12,1621.0,2,22,4,1,4,0,3.3,87954.0,0,0,0
2007,13,169.0,2197.0,4,12,781.0,2,33,3,1,4,0,1.7,221700.0,0,2,0
2010,10,100.0,1000.0,4,6,781.0,1,20,9,0,4,0,1.3,101000.0,0,3,1
2017,3,9.0,27.0,4,12,442.0,2,53,9,1,2,0,1.8,47672.0,0,0,0
2013,7,49.0,343.0,4,12,640.0,2,16,9,1,2,0,2.0,294016.0,0,0,0
2008,12,144.0,1728.0,4,8,781.0,2,33,9,1,1,1,2.2,295000.0,0,0,0
1995,25,625.0,15625.0,4,0,781.0,1,39,0,0,4,0,1.8,223000.0,0,1,0
2017,3,9.0,27.0,4,12,781.0,2,8,9,1,4,1,1.5,53000.0,0,2,0
2014,6,36.0,216.0,4,12,528.0,1,38,9,1,4,0,1.6,236669.0,0,0,0
2001,19,361.0,6859.0,4,12,781.0,2,16,6,0,1,1,2.0,149000.0,0,1,0
2012,8,64.0,512.0,4,4,475.0,2,15,1,1,4,0,1.4,138000.0,0,0,0
2011,9,81.0,729.0,4,4,707.0,2,22,9,1,4,0,2.0,64367.0,0,0,0
2013,7,49.0,343.0,4,0,530.0,1,38,4,1,4,0,1.6,110531.0,0,0,0
2014,6,36.0,216.0,6,12,915.0,3,26,4,1,1,0,3.0,218230.0,0,0,0
2007,13,169.0,2197.0,4,3,1528.0,2,16,6,0,1,1,2.4,245090.0,0,1,0
2011,9,81.0,729.0,4,12,645.0,2,53,3,1,2,0,1.8,246480.0,0,0,0
2009,11,121.0,1331.0,4,8,1185.0,2,16,4,1,2,0,2.5,143131.0,0,0,0
2014,6,36.0,216.0,6,0,915.0,1,3,3,1,4,0,3.0,401128.0,0,0,0
2015,5,25.0,125.0,4,10,781.0,2,22,3,0,4,0,1.6,17200.0,0,2,0
2012,8,64.0,512.0,4,0,781.0,1,50,4,1,4,0,2.5,281659.0,0,0,0
2016,4,16.0,64.0,4,0,1051.0,1,20,4,0,4,0,2.4,22400.0,0,3,0
2010,10,100.0,1000.0,4,4,836.0,2,22,9,1,4,0,2.0,147079.0,0,0,0
2010,10,100.0,1000.0,4,4,836.0,2,22,9,1,4,0,2.0,172253.0,0,0,0
2012,8,64.0,512.0,6,12,1058.0,2,33,9,1,1,0,3.5,318285.0,0,0,0
1990,30,900.0,27000.0,4,11,781.0,1,55,3,0,4,0,1.6,350000.0,0,1,0
2007,13,169.0,2197.0,4,4,1282.0,2,8,4,1,1,0,2.0,74588.0,0,0,0
2013,7,49.0,343.0,6,12,1055.0,1,29,4,1,2,0,3.5,138038.0,0,0,0
2016,4,16.0,64.0,6,8,781.0,2,53,9,0,2,0,2.4,101000.0,0,1,0
2013,7,49.0,343.0,4,12,1055.0,2,33,9,1,4,0,3.5,156800.0,0,2,0
2016,4,16.0,64.0,6,12,1493.0,1,29,4,1,4,0,3.5,59858.0,0,0,0
2014,6,36.0,216.0,4,12,308.0,2,53,3,1,2,0,1.8,151923.0,0,0,0
2008,12,144.0,1728.0,4,4,1347.0,2,22,7,1,1,0,2.5,52169.0,0,0,0
2010,10,100.0,1000.0,6,12,1399.0,1,29,4,1,2,0,3.5,382746.0,0,0,0
2013,7,49.0,343.0,4,12,779.0,2,53,9,1,2,0,2.5,190549.0,0,0,0
2014,6,36.0,216.0,4,4,639.0,3,49,4,1,1,0,2.0,108105.0,0,0,0
2012,8,64.0,512.0,4,0,753.0,2,22,9,1,2,0,2.4,93816.0,0,0,0
2012,8,64.0,512.0,4,12,753.0,2,22,9,1,2,0,2.4,133162.0,0,0,0
2012,8,64.0,512.0,6,0,919.0,2,5,4,1,1,0,3.0,103458.0,0,0,0
2012,8,64.0,512.0,4,4,503.0,2,53,3,1,4,0,1.5,81595.0,0,0,0
2008,12,144.0,1728.0,4,8,843.0,2,53,3,0,2,0,1.5,137000.0,0,0,0
2009,11,121.0,1331.0,4,4,966.0,2,22,1,1,4,0,2.0,183222.0,0,0,0
2017,3,9.0,27.0,4,12,1017.0,2,22,9,1,4,0,2.0,84792.0,0,0,0
2011,9,81.0,729.0,4,12,831.0,2,8,9,1,4,0,2.4,283806.0,0,0,0
2016,4,16.0,64.0,4,0,1051.0,1,36,4,0,4,0,2.4,68985.0,0,0,0
2005,15,225.0,3375.0,4,0,781.0,2,53,3,0,4,0,1.3,135000.0,0,0,1
2005,15,225.0,3375.0,4,2,781.0,2,33,2,0,1,1,2.2,282000.0,0,1,0
2012,8,64.0,512.0,6,12,919.0,2,33,4,1,1,0,3.0,149171.0,0,0,0
2012,8,64.0,512.0,4,2,781.0,2,53,3,0,4,0,1.5,158000.0,0,0,1
2012,8,64.0,512.0,6,12,781.0,2,33,4,1,1,1,3.0,123000.0,0,2,0
2012,8,64.0,512.0,4,12,781.0,2,53,9,1,2,0,2.5,156518.0,0,0,0
2014,6,36.0,216.0,4,0,639.0,2,56,9,1,1,1,2.0,211512.0,0,2,0
2011,9,81.0,729.0,6,12,1018.0,2,5,9,1,4,0,3.0,241994.0,0,0,0
2014,6,36.0,216.0,6,12,1053.0,2,33,9,1,1,0,3.5,29675.0,0,0,0
2015,5,25.0,125.0,4,8,765.0,2,22,3,1,4,0,2.0,73335.0,0,0,0
2015,5,25.0,125.0,4,4,595.0,1,20,3,1,4,0,1.5,65000.0,0,0,0
2012,8,64.0,512.0,6,8,781.0,2,33,9,1,4,0,3.5,190000.0,0,2,0
2010,10,100.0,1000.0,6,12,1399.0,1,29,4,1,2,0,3.5,382746.0,0,0,0
1997,23,529.0,12167.0,6,0,781.0,2,5,1,1,4,0,2.8,180000.0,0,1,0
2011,9,81.0,729.0,8,12,1451.0,2,5,4,1,4,0,4.4,143678.0,0,0,0
2019,1,1.0,1.0,6,12,1869.0,1,13,9,1,4,0,3.6,32453.0,0,0,0
2013,7,49.0,343.0,4,6,781.0,2,53,3,0,2,0,1.5,87000.0,0,0,0
2012,8,64.0,512.0,4,0,781.0,2,53,9,0,2,0,2.5,214098.0,0,0,0
2004,16,256.0,4096.0,6,2,781.0,1,38,4,0,4,0,3.3,323200.0,0,0,0
2016,4,16.0,64.0,4,4,891.0,2,22,9,1,3,0,2.0,381135.0,0,0,0
2018,2,4.0,8.0,4,4,880.0,3,49,4,1,1,0,1.6,45494.0,0,0,0
2013,7,49.0,343.0,4,8,585.0,2,53,9,1,2,0,1.8,0.0,1,2,0
2007,13,169.0,2197.0,4,4,1282.0,2,8,4,1,1,0,2.0,55790.0,0,0,0
2010,10,100.0,1000.0,4,0,781.0,2,53,3,0,2,0,1.8,182000.0,0,3,0
2015,5,25.0,125.0,4,12,697.0,2,22,9,1,4,0,1.8,68811.0,0,0,0
2014,6,36.0,216.0,4,0,259.0,2,8,4,1,2,0,1.4,133195.0,0,0,0
2009,11,121.0,1331.0,4,12,658.0,1,20,3,0,2,0,1.3,137000.0,0,0,0
2010,10,100.0,1000.0,6,12,1586.0,2,16,1,1,4,0,4.0,139966.0,0,0,0
2011,9,81.0,729.0,4,4,583.0,2,8,9,1,4,0,1.6,193425.0,0,0,0
2000,20,400.0,8000.0,4,2,781.0,1,36,4,0,4,0,1.8,1000.0,0,0,0
2015,5,25.0,125.0,4,4,833.0,2,25,9,1,1,0,2.2,71309.0,0,0,0
2007,13,169.0,2197.0,4,2,781.0,2,16,6,0,1,1,2.5,200000.0,0,1,0
2016,4,16.0,64.0,5,12,518.0,2,53,9,0,2,0,2.5,45000.0,0,0,0
2008,12,144.0,1728.0,4,8,843.0,2,53,3,0,2,0,1.5,200000.0,0,0,0
2012,8,64.0,512.0,4,4,364.0,2,27,9,1,4,0,1.0,50878.0,0,0,0
2014,6,36.0,216.0,6,12,1053.0,1,38,9,1,4,0,3.5,150752.0,0,0,0
2015,5,25.0,125.0,8,0,1646.0,1,29,4,1,4,0,4.6,188078.0,0,0,0
2001,19,361.0,6859.0,1,4,781.0,2,33,9,0,1,1,2.2,250000.0,0,2,0
2008,12,144.0,1728.0,6,12,1750.0,2,53,4,1,2,0,3.3,0.0,1,0,0
2000,20,400.0,8000.0,4,2,781.0,1,36,4,0,4,0,2.0,158000.0,0,0,0
2015,5,25.0,125.0,4,12,900.0,2,22,9,1,4,0,2.4,66000.0,0,2,0
2012,8,64.0,512.0,4,12,781.0,2,53,9,1,2,0,2.5,159379.0,0,0,0
2015,5,25.0,125.0,6,12,1273.0,2,53,9,1,4,0,3.5,122418.0,0,0,0
2017,3,9.0,27.0,4,12,1342.0,2,53,4,1,4,0,2.7,94262.0,0,0,0
2011,9,81.0,729.0,4,12,862.0,2,56,9,1,4,0,2.5,142000.0,0,0,0
2009,11,121.0,1331.0,4,8,834.0,1,39,7,0,1,0,1.7,187000.0,0,1,0
2011,9,81.0,729.0,6,12,1172.0,2,33,4,1,1,0,3.5,186542.0,0,0,0
2008,12,144.0,1728.0,4,8,781.0,2,53,3,1,2,0,1.5,207000.0,0,0,0
2002,18,324.0,5832.0,4,2,781.0,1,36,4,0,0,0,2.0,0.0,1,2,0
2002,18,324.0,5832.0,8,6,781.0,2,5,4,1,1,1,3.0,18000.0,0,2,0
2011,9,81.0,729.0,6,10,1018.0,2,5,4,1,1,1,3.0,208000.0,0,2,0
2009,11,121.0,1331.0,4,4,790.0,1,11,9,1,4,0,1.6,91930.0,0,0,0
2015,5,25.0,125.0,4,10,900.0,2,27,4,1,4,0,2.4,60123.0,0,0,0
2014,6,36.0,216.0,4,0,777.0,1,50,4,1,4,0,2.5,234781.0,0,0,0
2008,12,144.0,1728.0,6,12,1850.0,1,29,4,1,2,0,3.5,364523.0,0,0,0
2013,7,49.0,343.0,6,0,781.0,2,5,9,1,4,1,3.0,130000.0,0,2,0
2011,9,81.0,729.0,4,8,645.0,2,22,9,0,4,0,1.8,152000.0,0,0,0
2018,2,4.0,8.0,4,12,1079.0,2,22,9,1,4,0,2.0,17254.0,0,0,0
2016,4,16.0,64.0,4,4,891.0,2,22,9,1,3,0,2.0,475406.0,0,0,0
2013,7,49.0,343.0,6,0,917.0,1,3,3,1,4,0,3.0,301707.0,0,0,0
2015,5,25.0,125.0,4,12,934.0,1,32,9,1,4,0,2.5,142800.0,0,0,0
2016,4,16.0,64.0,4,4,891.0,2,22,9,1,3,0,2.0,287140.0,0,0,0
2016,4,16.0,64.0,4,4,770.0,2,22,4,1,1,0,1.7,106553.0,0,0,0
2018,2,4.0,8.0,4,12,609.0,2,53,9,1,2,0,2.5,127515.0,0,0,0
2011,9,81.0,729.0,6,0,1018.0,2,5,4,1,4,0,3.0,196330.0,0,0,0
2012,8,64.0,512.0,4,4,531.0,2,22,9,1,4,0,1.6,134000.0,0,0,0
2003,17,289.0,4913.0,4,2,781.0,2,53,7,0,4,0,2.0,233000.0,0,0,1
2001,19,361.0,6859.0,6,6,781.0,2,33,9,1,4,0,2.4,235000.0,0,0,0
2017,3,9.0,27.0,4,4,831.0,3,49,4,1,1,0,1.6,67000.0,0,0,0
1986,34,1156.0,39304.0,4,0,781.0,1,55,9,0,0,1,1.1,14000.0,0,1,0
2015,5,25.0,125.0,4,12,629.0,2,22,3,0,4,0,1.6,62000.0,0,2,0
2019,1,1.0,1.0,4,12,607.0,2,53,9,1,2,0,2.5,9626.0,0,0,0
2011,9,81.0,729.0,4,4,1236.0,1,20,3,0,2,0,1.3,89421.0,0,0,1
2010,10,100.0,1000.0,6,12,1399.0,1,29,4,1,2,0,3.5,186005.0,0,0,0
2015,5,25.0,125.0,8,0,1646.0,1,29,4,1,4,0,4.6,102907.0,0,0,0
2005,15,225.0,3375.0,4,8,781.0,1,50,9,0,4,0,2.0,160000.0,0,2,1
1974,46,2116.0,97336.0,1,10,781.0,1,55,9,0,4,0,0.6,5200.0,0,1,0
2016,4,16.0,64.0,6,0,1292.0,2,33,4,1,4,0,3.0,59099.0,0,0,0
1995,25,625.0,15625.0,4,0,781.0,1,55,4,0,0,0,1.7,0.0,1,1,0
2013,7,49.0,343.0,4,6,781.0,2,22,9,0,4,0,1.6,92800.0,0,2,0
2010,10,100.0,1000.0,4,0,574.0,1,20,3,1,2,0,1.3,187312.0,0,0,0
2011,9,81.0,729.0,4,8,781.0,1,50,4,1,4,0,2.5,170000.0,0,0,0
2001,19,361.0,6859.0,6,2,781.0,1,38,9,0,0,0,2.5,165000.0,0,2,1
2008,12,144.0,1728.0,4,10,1246.0,2,34,4,1,2,0,2.3,260800.0,0,3,0
2008,12,144.0,1728.0,6,8,781.0,1,29,4,1,2,0,3.3,270432.0,0,0,0
2013,7,49.0,343.0,4,12,640.0,2,5,9,1,4,1,2.0,82000.0,0,2,0
2010,10,100.0,1000.0,4,4,1099.0,3,49,4,1,1,0,2.7,98164.0,0,0,0
2016,4,16.0,64.0,4,12,810.0,2,22,9,1,4,0,1.8,159790.0,0,0,0
2012,8,64.0,512.0,4,8,503.0,1,20,9,1,2,0,1.5,142000.0,0,0,0
2013,7,49.0,343.0,4,12,640.0,2,16,3,0,2,0,2.0,135383.0,0,2,0
2009,11,121.0,1331.0,6,12,1624.0,2,33,9,1,1,0,3.5,109139.0,0,0,0
2016,4,16.0,64.0,4,4,730.0,3,49,4,1,4,0,1.6,82574.0,0,0,0
2012,8,64.0,512.0,4,4,531.0,2,22,9,1,4,0,1.6,130658.0,0,0,0
2011,9,81.0,729.0,4,4,707.0,3,49,9,1,1,0,2.0,189855.0,0,0,0
2013,7,49.0,343.0,4,8,779.0,2,53,4,0,4,0,2.5,176000.0,0,2,0
2012,8,64.0,512.0,6,10,781.0,2,56,9,1,4,0,2.5,121600.0,0,2,0
2012,8,64.0,512.0,4,12,781.0,2,53,9,1,2,0,2.5,228717.0,0,0,0
2010,10,100.0,1000.0,4,4,687.0,2,22,9,1,4,0,1.6,83473.0,0,0,0
2013,7,49.0,343.0,5,12,779.0,2,56,9,1,4,0,2.5,138355.0,0,0,0
2009,11,121.0,1331.0,4,12,1141.0,2,53,9,0,2,0,2.4,127000.0,0,0,0
2003,17,289.0,4913.0,6,5,781.0,2,33,4,1,4,0,3.2,227200.0,0,2,0
2001,19,361.0,6859.0,8,10,781.0,2,5,9,1,4,0,3.6,218000.0,0,0,0
2012,8,64.0,512.0,8,12,1363.0,2,33,4,1,1,0,4.6,180659.0,0,0,0
2016,4,16.0,64.0,4,12,891.0,2,22,9,1,4,0,2.0,92000.0,0,0,0
2010,10,100.0,1000.0,4,4,687.0,2,22,9,1,4,0,1.6,115783.0,0,0,0
2012,8,64.0,512.0,4,12,781.0,2,53,9,1,4,0,2.5,208000.0,0,2,0
2018,2,4.0,8.0,4,4,732.0,1,20,3,1,4,0,1.3,2635.0,0,0,0
2017,3,9.0,27.0,4,12,1017.0,2,33,9,1,4,0,2.0,26802.0,0,0,0
2014,6,36.0,216.0,4,4,777.0,2,22,7,1,1,0,2.5,131957.0,0,0,0
2010,10,100.0,1000.0,4,4,911.0,2,22,4,1,1,0,2.2,115505.0,0,0,0
2014,6,36.0,216.0,4,4,777.0,2,22,7,1,1,0,2.5,198916.0,0,0,0
2009,11,121.0,1331.0,6,12,1624.0,2,33,9,1,1,0,3.5,266061.0,0,0,0
2011,9,81.0,729.0,4,12,862.0,1,38,9,1,4,0,2.5,266819.0,0,0,0
2011,9,81.0,729.0,4,4,583.0,2,8,9,1,4,0,1.6,125837.0,0,0,0
2013,7,49.0,343.0,4,4,640.0,2,22,4,1,1,0,2.0,156000.0,0,0,0
2010,10,100.0,1000.0,4,4,836.0,2,22,4,1,1,0,2.0,153997.0,0,0,0
2003,17,289.0,4913.0,4,12,1677.0,2,56,9,1,4,0,2.0,0.0,1,0,0
2015,5,25.0,125.0,4,8,629.0,1,38,4,0,4,1,1.6,33215.0,0,0,0
2011,9,81.0,729.0,8,12,1514.0,1,29,4,1,4,0,4.6,202048.0,0,0,0
2010,10,100.0,1000.0,4,4,836.0,2,22,9,1,4,0,2.0,93865.0,0,0,0
2013,7,49.0,343.0,4,0,640.0,2,16,9,1,2,0,2.0,320554.0,0,0,0
2016,4,16.0,64.0,4,6,781.0,2,27,3,0,4,0,1.4,91000.0,0,1,0
2015,5,25.0,125.0,4,4,629.0,2,8,4,1,1,0,1.6,135039.0,0,0,0
2014,6,36.0,216.0,4,12,501.0,2,16,9,0,4,1,1.5,68800.0,0,2,0
2013,7,49.0,343.0,4,0,640.0,1,3,9,1,4,0,2.0,157584.0,0,0,0
2012,8,64.0,512.0,5,10,781.0,2,56,9,1,4,0,2.5,154000.0,0,2,0
2005,15,225.0,3375.0,4,8,781.0,2,53,3,0,4,0,1.3,190000.0,0,0,1
2009,11,121.0,1331.0,4,8,781.0,2,43,3,0,1,0,1.5,240000.0,0,1,0
2012,8,64.0,512.0,4,4,642.0,2,22,4,1,1,0,2.0,72018.0,0,0,0
1997,23,529.0,12167.0,4,4,781.0,2,56,9,0,0,0,1.8,174000.0,0,1,0
2010,10,100.0,1000.0,4,4,836.0,2,22,4,1,1,0,2.0,151000.0,0,0,0
2012,8,64.0,512.0,4,1,781.0,2,16,6,0,1,1,2.2,125000.0,0,1,0
2017,3,9.0,27.0,4,10,738.0,2,8,9,0,4,1,1.4,8960.0,0,2,0
2012,8,64.0,512.0,12,10,781.0,2,53,3,0,5,0,1.8,75000.0,0,0,0
2008,12,144.0,1728.0,4,6,781.0,1,20,1,1,4,0,1.8,222680.0,0,0,0
2012,8,64.0,512.0,4,10,586.0,2,53,3,0,2,0,1.8,129202.0,0,0,0
2014,6,36.0,216.0,4,12,394.0,2,53,9,1,2,0,2.5,115312.0,0,0,0
2016,4,16.0,64.0,4,4,891.0,2,22,4,1,1,0,2.0,122184.0,0,0,0
2002,18,324.0,5832.0,4,6,781.0,2,33,6,1,1,0,2.2,50000.0,0,1,0
2017,3,9.0,27.0,4,4,1249.0,2,8,9,1,4,0,2.5,56486.0,0,0,0
2016,4,16.0,64.0,4,4,891.0,2,22,9,1,3,0,2.0,100702.0,0,0,0
2011,9,81.0,729.0,4,4,1018.0,3,26,4,1,1,0,3.0,132255.0,0,0,0
2011,9,81.0,729.0,6,0,1018.0,2,5,4,1,1,0,3.0,332243.0,0,0,0
2013,7,49.0,343.0,6,12,1055.0,1,29,4,1,4,0,3.5,111460.0,0,2,0
2016,4,16.0,64.0,4,12,810.0,2,22,9,1,4,0,1.8,121840.0,0,0,0
2010,10,100.0,1000.0,6,0,1399.0,1,29,4,1,4,0,3.5,136542.0,0,0,0
2012,8,64.0,512.0,4,12,781.0,1,50,4,0,4,0,2.5,118000.0,0,2,0
1998,22,484.0,10648.0,4,0,781.0,1,39,9,0,4,0,1.6,333333.0,0,1,0
2015,5,25.0,125.0,4,12,562.0,2,8,9,1,4,1,1.4,73000.0,0,0,0
2015,5,25.0,125.0,4,12,595.0,2,53,9,0,4,0,1.5,78400.0,0,2,0
2014,6,36.0,216.0,6,12,1053.0,2,33,9,1,1,0,3.5,238546.0,0,0,0
2011,9,81.0,729.0,4,12,781.0,2,53,3,1,2,0,1.8,11111.0,0,0,0
2011,9,81.0,729.0,6,6,781.0,2,53,9,1,2,1,1.8,4000.0,0,0,0
2013,7,49.0,343.0,4,4,640.0,2,22,9,1,4,0,2.0,52668.0,0,0,0
1996,24,576.0,13824.0,4,0,781.0,1,51,4,0,4,0,1.3,75000.0,0,1,1
2014,6,36.0,216.0,6,12,1053.0,2,33,9,1,1,0,3.5,184467.0,0,0,0
2014,6,36.0,216.0,4,12,473.0,2,8,9,1,4,0,1.4,156992.0,0,0,0
2010,10,100.0,1000.0,8,0,1811.0,1,29,4,1,4,0,4.6,260771.0,0,0,0
